"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-01","2009","01","01","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","35","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-02","2009","01","02","†","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-03","2009","01","03","†","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-04","2009","01","04","†","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-05","2009","01","05","†","","","","","","","","","","","0.0","","0.0","","0.0","","36","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-06","2009","01","06","†","","","","","","","","","","","0.0","","0.0","","0.0","","32","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-07","2009","01","07","†","","","","","","","","","","","0.0","","0.0","","0.0","","32","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-08","2009","01","08","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","32","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-09","2009","01","09","†","","","","","","","","","","","0.0","","0.0","","0.0","","32","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-10","2009","01","10","†","","","","","","","","","","","0.0","","0.0","","0.0","","26","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-11","2009","01","11","†","","","","","","","","","","","0.0","","0.0","","0.0","","24","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-12","2009","01","12","†","","","","","","","","","","","0.0","","0.0","","0.0","","22","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-13","2009","01","13","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","16","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-14","2009","01","14","†","","","","","","","","","","","0.0","","4.0","","4.0","","16","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-15","2009","01","15","†","","","","","","","","","","","0.0","","0.0","","0.0","","20","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-16","2009","01","16","†","","","","","","","","","","","0.0","","0.0","","0.0","","15","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-17","2009","01","17","†","","","","","","","","","","","0.0","","0.0","","0.0","","7","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-18","2009","01","18","†","","","","","","","","","","","0.0","","0.0","","0.0","","7","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-19","2009","01","19","†","","","","","","","","","","","0.0","","0.0","","0.0","","5","","","","",""
"-114.06","50.91","CALGARY MIDNAPORE","3031078","2009-01-20","2009","01","20","†","","","","","","","","","","","0.0","","0.0","","0.0","","4","","","","",""
